,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
10889,mhp:summary:weekly:mean:sleeplevelrestless,"Count of recorded weekly Fitbit values for participant for Sleep Level - Restless (Weekly, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(1.0), 'max': np.float64(40.0), 'mean': np.float64(6.69)}"
10890,mhp:summary:alltime:mean:avghr,"Fitbit all time summary - Average Heart Rate (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,122,"{'min': np.float64(78.0), 'max': np.float64(149.0), 'mean': np.float64(109.42)}"
10891,mhp:summary:weekly:variance:calories,"Count of recorded weekly Fitbit values for participant for Calories (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,108,"{'min': np.float64(1.0), 'max': np.float64(75.0), 'mean': np.float64(14.7)}"
10892,mhp:summary:alltime:variance:sleeplevelrem,"Fitbit all time summary - Sleep Level - REM (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,91,"{'min': np.float64(8.0), 'max': np.float64(6126.0), 'mean': np.float64(1080.59)}"
10893,mhp:summary:alltime:numrecords:sleeplevellight,"Fitbit all time summary - Sleep Level - Light (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(1.0), 'max': np.float64(414.0), 'mean': np.float64(56.71)}"
10894,mhp:summary:alltime:numrecords:minsafterwakeup,"Fitbit all time summary - Minutes After Wakeup (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(418.0), 'mean': np.float64(66.82)}"
10895,mhp:summary:weekly:median:minssedentary,"Count of recorded weekly Fitbit values for participant for Minutes Sedentary (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1.0), 'max': np.float64(77.0), 'mean': np.float64(15.06)}"
10896,mhp:summary:alltime:median:efficiency,"Fitbit all time summary - Efficiency (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(42.0), 'max': np.float64(100.0), 'mean': np.float64(91.64)}"
10897,mhp:summary:weekly:median:spo2avg,"Count of recorded weekly Fitbit values for participant for SpO2 - Average (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1.0), 'max': np.float64(54.0), 'mean': np.float64(9.82)}"
10898,mhp:summary:alltime:5pct:minsfairlyactive,"Fitbit all time summary - Minutes Fairly Active (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(0.0), 'max': np.float64(21.0), 'mean': np.float64(0.52)}"
10899,mhp:summary:alltime:variance:numepisodes,"Fitbit all time summary - Number of Episodes (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,95,"{'min': np.float64(0.0), 'max': np.float64(1.0), 'mean': np.float64(0.07)}"
10900,mhp:summary:weekly:mean:fullsleepbrthrate,"Count of recorded weekly Fitbit values for participant for Full Sleep Breathing Rate (Weekly, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(10.83)}"
10901,mhp:summary:weekly:median:minsafterwakeup,"Count of recorded weekly Fitbit values for participant for Minutes After Wakeup (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10902,mhp:summary:alltime:mean:spo2max,"Fitbit all time summary - SpO2 - Max (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,98,"{'min': np.float64(95.0), 'max': np.float64(100.0), 'mean': np.float64(98.15)}"
10903,mhp:summary:alltime:95pct:minstofallasleep,"Fitbit all time summary - Minutes To Fall Asleep (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(0.0), 'max': np.float64(108.0), 'mean': np.float64(2.84)}"
10904,mhp:summary:alltime:5pct:restinghr,"Fitbit all time summary - Resting Heart Rate (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,108,"{'min': np.float64(48.0), 'max': np.float64(89.0), 'mean': np.float64(66.3)}"
10905,mhp:summary:alltime:median:remsleepbrthrate,"Fitbit all time summary - REM Sleep Breathing Rate (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(10.0), 'max': np.float64(25.0), 'mean': np.float64(15.45)}"
10906,mhp:summary:weekly:95pct:minsafterwakeup,"Count of recorded weekly Fitbit values for participant for Minutes After Wakeup (Weekly, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10907,mhp:summary:weekly:5pct:spo2avg,"Count of recorded weekly Fitbit values for participant for SpO2 - Average (Weekly, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1.0), 'max': np.float64(54.0), 'mean': np.float64(9.82)}"
10908,mhp:summary:weekly:variance:deepsleepbrthrate,"Count of recorded weekly Fitbit values for participant for Deep Sleep Breathing Rate (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,77,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(9.9)}"
10909,mhp:summary:weekly:95pct:sleeplevelasleep,"Count of recorded weekly Fitbit values for participant for Sleep Level - Asleep (Weekly, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(1.0), 'max': np.float64(40.0), 'mean': np.float64(6.69)}"
10910,mhp:summary:alltime:95pct:lightsleepbrthrate,"Fitbit all time summary - Light Sleep Breathing Rate (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(13.0), 'max': np.float64(30.0), 'mean': np.float64(16.52)}"
10911,mhp:summary:alltime:95pct:deepsleepbrthrate,"Fitbit all time summary - Deep Sleep Breathing Rate (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(13.0), 'max': np.float64(30.0), 'mean': np.float64(17.49)}"
10912,mhp:summary:alltime:5pct:sleeplevelrem,"Fitbit all time summary - Sleep Level - REM (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(0.0), 'max': np.float64(190.0), 'mean': np.float64(53.11)}"
10913,mhp:summary:weekly:median:avghr,"Count of recorded weekly Fitbit values for participant for Average Heart Rate (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,122,"{'min': np.float64(1.0), 'max': np.float64(63.0), 'mean': np.float64(11.07)}"
10914,mhp:summary:weekly:variance:restinghr,"Count of recorded weekly Fitbit values for participant for Resting Heart Rate (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,104,"{'min': np.float64(1.0), 'max': np.float64(74.0), 'mean': np.float64(12.76)}"
10915,mhp:summary:alltime:95pct:remsleepbrthrate,"Fitbit all time summary - REM Sleep Breathing Rate (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(10.0), 'max': np.float64(30.0), 'mean': np.float64(17.6)}"
10916,mhp:summary:weekly:median:remsleepbrthrate,"Count of recorded weekly Fitbit values for participant for REM Sleep Breathing Rate (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(10.8)}"
10917,mhp:summary:weekly:variance:sleeplevelawake,"Count of recorded weekly Fitbit values for participant for Sleep Level - Awake (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,64,"{'min': np.float64(1.0), 'max': np.float64(21.0), 'mean': np.float64(4.3)}"
10918,mhp:summary:alltime:mean:lightsleepbrthrate,"Fitbit all time summary - Light Sleep Breathing Rate (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(11.0), 'max': np.float64(23.0), 'mean': np.float64(15.46)}"
10919,mhp:summary:weekly:median:sleeplevelasleep,"Count of recorded weekly Fitbit values for participant for Sleep Level - Asleep (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(1.0), 'max': np.float64(40.0), 'mean': np.float64(6.69)}"
10920,mhp:summary:alltime:mean:restinghr,"Fitbit all time summary - Resting Heart Rate (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,108,"{'min': np.float64(51.0), 'max': np.float64(91.0), 'mean': np.float64(70.18)}"
10921,mhp:summary:weekly:numrecords:restinghr,"Count of recorded weekly Fitbit values for participant for Resting Heart Rate (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,108,"{'min': np.float64(1.0), 'max': np.float64(75.0), 'mean': np.float64(13.05)}"
10922,mhp:summary:alltime:numrecords:sleepstarttime,"Fitbit all time summary - Sleep Start Time (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(416.0), 'mean': np.float64(60.66)}"
10923,mhp:summary:weekly:numrecords:numepisodes,"Count of recorded weekly Fitbit values for participant for Number of Episodes (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10924,mhp:summary:alltime:5pct:sleepstarttime,"Fitbit all time summary - Sleep Start Time (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(0.0), 'max': np.float64(23.0), 'mean': np.float64(2.52)}"
10925,mhp:summary:alltime:variance:breathingrate,"Fitbit all time summary - Breathing Rate (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(0.0), 'max': np.float64(28.0), 'mean': np.float64(2.2)}"
10926,mhp:summary:weekly:mean:lightsleepbrthrate,"Count of recorded weekly Fitbit values for participant for Light Sleep Breathing Rate (Weekly, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(10.83)}"
10927,mhp:summary:alltime:median:avghr,"Fitbit all time summary - Average Heart Rate (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,122,"{'min': np.float64(77.0), 'max': np.float64(149.0), 'mean': np.float64(108.25)}"
10928,mhp:summary:weekly:mean:avghr,"Count of recorded weekly Fitbit values for participant for Average Heart Rate (Weekly, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,122,"{'min': np.float64(1.0), 'max': np.float64(63.0), 'mean': np.float64(11.07)}"
10929,mhp:summary:alltime:variance:minssedentary,"Fitbit all time summary - Minutes Sedentary (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(0.0), 'max': np.float64(959113.0), 'mean': np.float64(82296.91)}"
10930,mhp:summary:alltime:variance:minsveryactive,"Fitbit all time summary - Minutes Very Active (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(0.0), 'max': np.float64(7508.0), 'mean': np.float64(661.97)}"
10931,mhp:summary:alltime:variance:lightsleepbrthrate,"Fitbit all time summary - Light Sleep Breathing Rate (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,78,"{'min': np.float64(0.0), 'max': np.float64(30.0), 'mean': np.float64(1.36)}"
10932,mhp:summary:weekly:95pct:deepsleepbrthrate,"Count of recorded weekly Fitbit values for participant for Deep Sleep Breathing Rate (Weekly, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(10.83)}"
10933,mhp:summary:alltime:median:minstofallasleep,"Fitbit all time summary - Minutes To Fall Asleep (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(0.0), 'max': np.float64(10.0), 'mean': np.float64(0.1)}"
10934,mhp:summary:alltime:95pct:minsveryactive,"Fitbit all time summary - Minutes Very Active (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(0.0), 'max': np.float64(255.0), 'mean': np.float64(52.3)}"
10935,mhp:summary:alltime:median:sleeplevelwake,"Fitbit all time summary - Sleep Level - Wake (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(28.0), 'max': np.float64(111.0), 'mean': np.float64(57.77)}"
10936,mhp:summary:weekly:median:tempskin,"Count of recorded weekly Fitbit values for participant for TempSkin (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(1.0), 'max': np.float64(57.0), 'mean': np.float64(11.65)}"
10937,mhp:summary:weekly:median:hrv,"Count of recorded weekly Fitbit values for participant for Heart Rate Variability (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,116,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.64)}"
10938,mhp:summary:alltime:median:minsawake,"Fitbit all time summary - Minutes Awake After Sleep Onset (WASO) (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(2.0), 'max': np.float64(111.0), 'mean': np.float64(50.55)}"
10939,mhp:summary:weekly:95pct:numawakenings,"Count of recorded weekly Fitbit values for participant for Number of Awakenings (Weekly, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10940,mhp:summary:alltime:variance:sleepstarttime,"Fitbit all time summary - Sleep Start Time (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(0.0), 'max': np.float64(3.0), 'mean': np.float64(0.39)}"
10941,mhp:summary:alltime:95pct:numawakenings,"Fitbit all time summary - Number of Awakenings (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(2.0), 'max': np.float64(161.0), 'mean': np.float64(38.41)}"
10942,mhp:summary:alltime:variance:sleepleveldeep,"Fitbit all time summary - Sleep Level - Deep (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,91,"{'min': np.float64(13.0), 'max': np.float64(3445.0), 'mean': np.float64(646.1)}"
10943,mhp:summary:weekly:mean:deepsleepbrthrate,"Count of recorded weekly Fitbit values for participant for Deep Sleep Breathing Rate (Weekly, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(10.83)}"
10944,mhp:summary:weekly:mean:minsfairlyactive,"Count of recorded weekly Fitbit values for participant for Minutes Fairly Active (Weekly, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1.0), 'max': np.float64(77.0), 'mean': np.float64(15.06)}"
10945,mhp:summary:weekly:95pct:breathingrate,"Count of recorded weekly Fitbit values for participant for Breathing Rate (Weekly, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,105,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.48)}"
10946,mhp:summary:alltime:median:steps,"Fitbit all time summary - Steps (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,136,"{'min': np.float64(15.0), 'max': np.float64(24116.0), 'mean': np.float64(6515.6)}"
10947,mhp:summary:alltime:95pct:minsafterwakeup,"Fitbit all time summary - Minutes After Wakeup (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(0.0), 'max': np.float64(51.0), 'mean': np.float64(5.57)}"
10948,mhp:summary:weekly:variance:minsasleep,"Count of recorded weekly Fitbit values for participant for Minutes Asleep (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,94,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.61)}"
10949,mhp:summary:weekly:numrecords:breathingrate,"Count of recorded weekly Fitbit values for participant for Breathing Rate (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,105,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.48)}"
10950,mhp:summary:weekly:numrecords:minslightlyactive,"Count of recorded weekly Fitbit values for participant for Minutes Lightly Active (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1.0), 'max': np.float64(77.0), 'mean': np.float64(15.06)}"
10951,mhp:summary:weekly:5pct:midsleep,"Count of recorded weekly Fitbit values for participant for MidSleep (Weekly, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10952,mhp:summary:weekly:variance:fullsleepbrthrate,"Count of recorded weekly Fitbit values for participant for Full Sleep Breathing Rate (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,77,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(9.9)}"
10953,mhp:summary:alltime:numrecords:restinghr,"Fitbit all time summary - Resting Heart Rate (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,108,"{'min': np.float64(1.0), 'max': np.float64(424.0), 'mean': np.float64(71.79)}"
10954,mhp:summary:weekly:95pct:fullsleepbrthrate,"Count of recorded weekly Fitbit values for participant for Full Sleep Breathing Rate (Weekly, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(10.83)}"
10955,mhp:summary:weekly:median:breathingrate,"Count of recorded weekly Fitbit values for participant for Breathing Rate (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,105,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.48)}"
10956,mhp:summary:alltime:numrecords:breathingrate,"Fitbit all time summary - Breathing Rate (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,105,"{'min': np.float64(1.0), 'max': np.float64(8400.0), 'mean': np.float64(284.71)}"
