,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
3169,sdohfu_safeplayp,sdohfu_safeplayp from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,573,"{'Always': 7, 'Never': 438, 'Often': 8, 'Rarely': 86, 'Sometimes': 34}"
3170,sdohfu_safeplayp,sdohfu_safeplayp from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,280,"{'Always': 4, 'Never': 217, 'Often': 5, 'Rarely': 40, 'Sometimes': 14}"
3171,sdohfu_safeplayp,sdohfu_safeplayp from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'Always': 1, 'Never': 117, 'Often': 4, 'Rarely': 13, 'Sometimes': 11}"
3172,sdohfu_safeplayp,sdohfu_safeplayp from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'Always': 2, 'Never': 27, 'Rarely': 3, 'Sometimes': 3}"
3173,sdohfu_saferestp,sdohfu_saferestp from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,"{'Always': 1, 'Sometimes': 1}"
3174,sdohfu_saferestp,sdohfu_saferestp from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,574,"{'Always': 13, 'Never': 396, 'Often': 30, 'Rarely': 74, 'Sometimes': 61}"
3175,sdohfu_saferestp,sdohfu_saferestp from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,279,"{'Always': 11, 'Never': 191, 'Often': 15, 'Rarely': 37, 'Sometimes': 25}"
3176,sdohfu_saferestp,sdohfu_saferestp from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'Always': 5, 'Never': 104, 'Often': 8, 'Rarely': 12, 'Sometimes': 17}"
3177,sdohfu_saferestp,sdohfu_saferestp from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'Always': 3, 'Never': 26, 'Often': 1, 'Sometimes': 5}"
3178,sdohfu_safeschoolp,sdohfu_safeschoolp from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,81,"{'Always': 1, 'Never': 76, 'Rarely': 3, 'Sometimes': 1}"
3179,sdohfu_safeschoolp,sdohfu_safeschoolp from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'Always': 1, 'Never': 133, 'Often': 2, 'Rarely': 6, 'Sometimes': 4}"
3180,sdohfu_safeschoolp,sdohfu_safeschoolp from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'Never': 31, 'Often': 1, 'Rarely': 1, 'Sometimes': 2}"
3181,sdohfu_safeshopp,sdohfu_safeshopp from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,"{'Always': 1, 'Sometimes': 1}"
3182,sdohfu_safeshopp,sdohfu_safeshopp from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,572,"{'Always': 14, 'Never': 399, 'Often': 18, 'Rarely': 90, 'Sometimes': 51}"
3183,sdohfu_safeshopp,sdohfu_safeshopp from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,281,"{'Always': 6, 'Never': 198, 'Often': 10, 'Rarely': 47, 'Sometimes': 20}"
3184,sdohfu_safeshopp,sdohfu_safeshopp from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'Always': 2, 'Never': 107, 'Often': 5, 'Rarely': 14, 'Sometimes': 18}"
3185,sdohfu_safeshopp,sdohfu_safeshopp from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'Always': 2, 'Never': 26, 'Often': 2, 'Rarely': 1, 'Sometimes': 4}"
3186,sdohfu_safessdistp,sdohfu_safessdistp from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,"{'Often': 1, 'Sometimes': 1}"
3187,sdohfu_safessdistp,sdohfu_safessdistp from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,575,"{'Always': 6, 'Never': 313, 'Often': 17, 'Rarely': 143, 'Sometimes': 96}"
3188,sdohfu_safessdistp,sdohfu_safessdistp from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,283,"{'Always': 2, 'Never': 159, 'Often': 7, 'Rarely': 71, 'Sometimes': 44}"
3189,sdohfu_safessdistp,sdohfu_safessdistp from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,147,"{'Always': 4, 'Never': 75, 'Often': 7, 'Rarely': 34, 'Sometimes': 27}"
3190,sdohfu_safessdistp,sdohfu_safessdistp from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'Always': 1, 'Never': 20, 'Rarely': 8, 'Sometimes': 6}"
3191,sdohfu_telemed,sdohfu_telemed from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'1 - Not at all true': 2}
3192,sdohfu_telemed,sdohfu_telemed from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,575,"{'1 - Not at all true': 410, '2': 0, '3': 0, '4': 0, '5 - Completely true': 139}"
3193,sdohfu_telemed,sdohfu_telemed from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,283,"{'1 - Not at all true': 201, '2': 0, '3': 0, '4': 0, '5 - Completely true': 63}"
3194,sdohfu_telemed,sdohfu_telemed from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'1 - Not at all true': 94, '2': 0, '3': 0, '4': 0, '5 - Completely true': 36}"
3195,sdohfu_telemed,sdohfu_telemed from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'1 - Not at all true': 21, '3': 0, '5 - Completely true': 13}"
3196,sdohfu_telemedexplain,sdohfu_telemedexplain from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,164,"{'2': 0, '3': 0, '4': 0, '5 - Completely true': 136}"
